in the second of 16:18:23:
	138 new cells on 2.4GHz, 253 new cells on 5 GHz
	0 new predictions on 2.4GHz, 30 new predictions on 5 GHz
in the second of 16:18:24:
	217 new cells on 2.4GHz, 583 new cells on 5 GHz
	4 new predictions on 2.4GHz, 36 new predictions on 5 GHz
in the second of 16:18:25:
	93 new cells on 2.4GHz, 199 new cells on 5 GHz
	12 new predictions on 2.4GHz, 8 new predictions on 5 GHz
in the second of 16:18:26:
	28 new cells on 2.4GHz, 55 new cells on 5 GHz
	4 new predictions on 2.4GHz, 5 new predictions on 5 GHz
in the second of 16:18:27:
	216 new cells on 2.4GHz, 354 new cells on 5 GHz
	24 new predictions on 2.4GHz, 24 new predictions on 5 GHz
in the second of 16:18:28:
	252 new cells on 2.4GHz, 385 new cells on 5 GHz
	24 new predictions on 2.4GHz, 24 new predictions on 5 GHz
in the second of 16:18:29:
	211 new cells on 2.4GHz, 404 new cells on 5 GHz
	20 new predictions on 2.4GHz, 20 new predictions on 5 GHz
in the second of 16:18:31:
	242 new cells on 2.4GHz, 430 new cells on 5 GHz
	20 new predictions on 2.4GHz, 20 new predictions on 5 GHz
in the second of 16:18:32:
	300 new cells on 2.4GHz, 490 new cells on 5 GHz
	20 new predictions on 2.4GHz, 20 new predictions on 5 GHz
in the second of 16:18:33:
	732 new cells on 2.4GHz, 1260 new cells on 5 GHz
	44 new predictions on 2.4GHz, 17 new predictions on 5 GHz
in the second of 16:18:34:
	1014 new cells on 2.4GHz, 1405 new cells on 5 GHz
	44 new predictions on 2.4GHz, 13 new predictions on 5 GHz
in the second of 16:18:35:
	102 new cells on 2.4GHz, 132 new cells on 5 GHz
	4 new predictions on 2.4GHz, 3 new predictions on 5 GHz
24-ALL-tri
[(12.631, 27.700, 45.077), (9.0, 41.277082086711566), 5.255804763598686, 1783261105432971458, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.250, 27.700, 46.184), (51.6120008117926, 50.44607744151003), 39.5920491505311, 1783261112782341658, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (53.67811784368329, 59.01663698120477), 43.37004390451657, 1783261113379923202, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.217, 27.700, 46.164), (53.94198895204577, 60.11121343070837), 43.99455299845981, 1783261113456242453, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -69]]
[(11.717, 27.700, 46.316), (54.461647312287255, 62.26683329541382), 45.623556448699624, 1783261113606542867, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (54.989828340046415, 64.45780644759992), 46.92160737843091, 1783261113759308286, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (53.92290520790584, 64.5), 45.95618885743882, 1783261113835259060, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (52.73749074494611, 64.5), 44.86996956439464, 1783261113915610136, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (49.34253984323388, 64.5), 41.7889532258353, 1783261114145730458, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (48.202191180762014, 64.5), 40.765244534463235, 1783261114223026834, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (47.05187562499321, 64.5), 39.739024278162596, 1783261114300998797, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (45.86766159386636, 64.5), 38.689855901269496, 1783261114381268504, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (44.70903398188468, 64.5), 37.67110566277179, 1783261114459803884, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (43.54943081710794, 64.5), 36.65981698105822, 1783261114538405390, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (42.373274117962026, 64.5), 35.64332076232923, 1783261114618128946, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (41.212744350639376, 64.5), 34.65023436053783, 1783261114696793260, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (40.03174727146374, 64.5), 33.65063691739233, 1783261114776844912, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (38.866703562376124, 64.5), 32.67640574118418, 1783261114855815195, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (37.71587109315671, 64.5), 31.72669248011071, 1783261114933822196, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (36.542303357639376, 64.5), 30.772358469976485, 1783261115013370264, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (35.179474868681545, 64.5), 29.68384797839077, 1783261115105747014, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (33.90806564665626, 64.5), 28.689496218054764, 1783261115191927082, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (32.725522916892594, 64.5), 27.7849326103791, 1783261115272083503, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (31.587583305967247, 64.5), 26.934831498600808, 1783261115349216586, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (30.431360127862366, 64.5), 26.09354276160125, 1783261115427588986, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (26.438469983141566, 64.5), 23.395930406350757, 1783261115698239488, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (25.4278703145064, 64.5), 22.77358992834795, 1783261115766741074, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(11.717, 27.700, 46.316), (24.351542499686634, 64.5), 22.142282761079322, 1783261115839697918, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -68]]
[(12.131, 27.700, 45.229), (4.061361504818669, 64.5), 20.892125726976214, 1783261117215029438, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -68]]
[(12.131, 27.700, 45.229), (2.9999999999999885, 64.5), 21.324572812618367, 1783261117286971819, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -68]]
24-80-tri
[(12.631, 27.700, 45.077), (9.0, 41.277082086711566), 5.255804763598686, 1783261105432971458, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (9.0, 40.40254639238022), 5.9190559310355955, 1783261105492250205, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (9.0, 38.64119532179619), 7.3895530914385805, 1783261105611640054, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (9.0, 31.897158706818903), 13.671091723988416, 1783261106068771813, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (9.0, 27.627598567378097), 17.823441509299087, 1783261106358175867, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (9.0, 25.000963547077767), 20.40202185251486, 1783261106536217351, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (9.178417442443653, 8.500000000000002), 36.73989362144448, 1783261107666797626, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (10.41709550059737, 8.500000000000002), 36.64425925512877, 1783261107750759074, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (11.51311544888243, 8.5), 36.59440983197823, 1783261107825050712, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (12.629135055630712, 8.5), 36.577342509368, 1783261107900697989, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (13.665699320230289, 8.5), 36.59198467712838, 1783261107970959536, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (14.740710214016715, 8.5), 36.638155024525965, 1783261108043827115, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.631, 27.700, 45.077), (26.50128338854293, 8.5), 39.11900934095173, 1783261108840995311, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -73, -69]]
[(12.217, 27.700, 46.164), (34.62795587589699, 8.5), 43.82745139747223, 1783261109391846426, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-58, -74, -69]]
[(12.250, 27.700, 46.184), (35.6689509199486, 8.5), 44.36826177419887, 1783261109462408305, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (36.73221956660139, 8.5), 44.93856302285506, 1783261109534479958, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (37.79683639576368, 8.5), 45.527312708291866, 1783261109606642995, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (39.870371825752855, 8.5), 46.722374247308984, 1783261109747193670, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (41.60601054678367, 8.939747453324866), 47.422789795164626, 1783261109888316286, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (41.866408196318446, 10.01991548102467), 46.74380798806772, 1783261109963630911, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (42.126061830589244, 11.096997223184992), 46.08348326398866, 1783261110038730345, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (43.60614202935135, 17.236589158790807), 42.67515505253732, 1783261110466812877, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (43.86239517804222, 18.299565182989937), 42.15321474779411, 1783261110540928791, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (47.776124200637156, 34.5342929804208), 37.38748766913796, 1783261111672893823, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (48.51566565064425, 37.602020476746524), 37.26729063319492, 1783261111886790865, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (48.76702271483721, 38.64468681710251), 37.28720865801319, 1783261111959490688, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (49.02515770964597, 39.71546901779068), 37.33973100654495, 1783261112034150887, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
[(12.250, 27.700, 46.184), (51.028415016806036, 48.02527710675098), 38.82208771878543, 1783261112613551558, ['NU-AP06163', 'NU-AP06162', 'NU-AP06164'], [(16.350, 27.700, 50.030), (10.830, 27.700, 31.890), (2.960, 27.700, 44.930)], [-57, -74, -69]]
